book,word count,prefix,size of prefix,time (ms),number of results
war_peace.txt,565647,alic,4,439,0
war_peace.txt,565647,an,2,63037,161
war_peace.txt,565647,and,3,7637,25
war_peace.txt,565647,ans,3,2937,9
war_peace.txt,565647,be,2,92486,232
war_peace.txt,565647,beg,3,5399,17
war_peace.txt,565647,bec,3,3162,9
war_peace.txt,565647,bee,3,3185,11
war_peace.txt,565647,bo,2,70949,180
war_peace.txt,565647,boo,3,6544,23
war_peace.txt,565647,bod,3,2122,7
war_peace.txt,565647,ca,2,111507,260
war_peace.txt,565647,cat,3,6657,20
war_peace.txt,565647,car,3,13940,54
war_peace.txt,565647,cal,3,7238,26
war_peace.txt,565647,cha,3,36428,106
war_peace.txt,565647,chap,4,1320,3
war_peace.txt,565647,char,4,9266,34
war_peace.txt,565647,che,3,15550,43
war_peace.txt,565647,chi,3,22639,53
war_peace.txt,565647,co,2,331915,831
war_peace.txt,565647,com,3,56607,176
war_peace.txt,565647,cou,3,29048,87
war_peace.txt,565647,con,3,100397,349
war_peace.txt,565647,da,2,46112,122
war_peace.txt,565647,dar,3,6936,23
war_peace.txt,565647,day,3,3700,10
war_peace.txt,565647,do,2,46062,118
war_peace.txt,565647,don,3,4327,16
war_peace.txt,565647,dou,3,4056,14
war_peace.txt,565647,dr,2,43102,126
war_peace.txt,565647,dre,3,7403,28
war_peace.txt,565647,dra,3,7320,28
war_peace.txt,565647,ea,2,14444,42
war_peace.txt,565647,ear,3,5954,20
war_peace.txt,565647,eat,3,1528,5
war_peace.txt,565647,ev,2,34284,78
war_peace.txt,565647,eve,3,17788,57
war_peace.txt,565647,ever,4,11018,32
war_peace.txt,565647,eve,3,17236,57
war_peace.txt,565647,fa,2,65067,176
war_peace.txt,565647,fal,3,5500,18
war_peace.txt,565647,fam,3,3810,14
war_peace.txt,565647,fi,2,41356,118
war_peace.txt,565647,fin,3,7349,26
war_peace.txt,565647,fir,3,6906,24
war_peace.txt,565647,fo,2,86745,223
war_peace.txt,565647,for,3,40480,134
war_peace.txt,565647,forg,4,5518,17
war_peace.txt,565647,fr,2,60142,141
war_peace.txt,565647,fri,3,10369,33
war_peace.txt,565647,fro,3,7775,26
war_peace.txt,565647,ga,2,36652,93
war_peace.txt,565647,gam,3,1695,5
war_peace.txt,565647,gat,3,2065,8
war_peace.txt,565647,go,2,34379,87
war_peace.txt,565647,gon,3,832,2
war_peace.txt,565647,goo,3,6507,18
war_peace.txt,565647,gr,2,68739,177
war_peace.txt,565647,gro,3,8860,33
war_peace.txt,565647,gre,3,7668,28
war_peace.txt,565647,ha,2,70649,193
war_peace.txt,565647,had,3,1018,3
war_peace.txt,565647,hap,3,5660,17
war_peace.txt,565647,hat,3,3121,12
war_peace.txt,565647,hea,3,17172,47
war_peace.txt,565647,hea,3,12513,47
war_peace.txt,565647,hel,3,6240,17
war_peace.txt,565647,he,2,50463,153
war_peace.txt,565647,her,3,12621,47
war_peace.txt,565647,hes,3,2464,8
war_peace.txt,565647,ho,2,66377,160
war_peace.txt,565647,hou,3,6358,24
war_peace.txt,565647,how,3,2243,7
war_peace.txt,565647,hum,3,9419,26
war_peace.txt,565647,ki,2,19224,52
war_peace.txt,565647,kin,3,5371,21
war_peace.txt,565647,la,2,70618,172
war_peace.txt,565647,lad,3,5784,15
war_peace.txt,565647,lar,3,2868,9
war_peace.txt,565647,lat,3,6065,20
war_peace.txt,565647,li,2,65655,175
war_peace.txt,565647,lit,3,3749,12
war_peace.txt,565647,lit,3,3335,12
war_peace.txt,565647,lo,2,73017,166
war_peace.txt,565647,lon,3,11897,32
war_peace.txt,565647,loo,3,5846,19
war_peace.txt,565647,ma,2,156670,339
war_peace.txt,565647,man,3,20425,65
war_peace.txt,565647,mat,3,13841,44
war_peace.txt,565647,mad,3,7060,18
war_peace.txt,565647,me,2,69580,171
war_peace.txt,565647,men,3,7856,26
war_peace.txt,565647,mem,3,3721,11
war_peace.txt,565647,mi,2,65470,162
war_peace.txt,565647,min,3,7210,25
war_peace.txt,565647,mis,3,16791,51
war_peace.txt,565647,mo,2,79309,201
war_peace.txt,565647,mon,3,11539,34
war_peace.txt,565647,mom,3,2899,10
war_peace.txt,565647,ne,2,41316,106
war_peace.txt,565647,nev,3,1975,4
war_peace.txt,565647,new,3,5665,17
war_peace.txt,565647,nic,3,5462,14
war_peace.txt,565647,no,2,53243,128
war_peace.txt,565647,not,3,10390,33
war_peace.txt,565647,now,3,5148,17
war_peace.txt,565647,of,2,16326,43
war_peace.txt,565647,off,3,9346,35
war_peace.txt,565647,oft,3,2105,6
war_peace.txt,565647,on,2,16064,39
war_peace.txt,565647,onc,3,600,1
war_peace.txt,565647,one,3,4701,16
war_peace.txt,565647,ou,2,28679,75
war_peace.txt,565647,our,3,2008,7
war_peace.txt,565647,out,3,16779,62
war_peace.txt,565647,ov,2,20720,54
war_peace.txt,565647,ove,3,14451,52
war_peace.txt,565647,over,4,14378,51
war_peace.txt,565647,pa,2,88237,241
war_peace.txt,565647,par,3,20534,72
war_peace.txt,565647,parl,4,1737,4
war_peace.txt,565647,pe,2,79456,209
war_peace.txt,565647,per,3,27389,90
war_peace.txt,565647,perh,4,721,1
war_peace.txt,565647,pla,3,24102,65
war_peace.txt,565647,ple,3,9952,27
war_peace.txt,565647,plu,3,8988,23
war_peace.txt,565647,po,2,72053,194
war_peace.txt,565647,pos,3,13257,48
war_peace.txt,565647,pow,3,5651,18
war_peace.txt,565647,pr,2,199200,415
war_peace.txt,565647,pre,3,36196,122
war_peace.txt,565647,pro,3,59644,197
war_peace.txt,565647,pret,4,4302,14
war_peace.txt,565647,pu,2,34566,98
war_peace.txt,565647,pur,3,9912,35
war_peace.txt,565647,qu,2,34432,97
war_peace.txt,565647,que,3,7022,26
war_peace.txt,565647,ques,4,3454,12
war_peace.txt,565647,qui,3,9051,34
war_peace.txt,565647,ra,2,48562,126
war_peace.txt,565647,rab,3,1119,2
war_peace.txt,565647,rat,3,4187,14
war_peace.txt,565647,ran,3,3524,14
war_peace.txt,565647,re,2,307875,717
war_peace.txt,565647,rea,3,18941,65
war_peace.txt,565647,rem,3,13894,49
war_peace.txt,565647,rep,3,23788,85
war_peace.txt,565647,res,3,26286,94
war_peace.txt,565647,ret,3,11195,37
war_peace.txt,565647,ro,2,42689,124
war_peace.txt,565647,roo,3,4635,17
war_peace.txt,565647,rou,3,6299,21
war_peace.txt,565647,sa,2,68687,173
war_peace.txt,565647,sat,3,5784,17
war_peace.txt,565647,say,3,1896,6
war_peace.txt,565647,sai,3,3239,13
war_peace.txt,565647,se,2,119883,286
war_peace.txt,565647,see,3,5960,21
war_peace.txt,565647,ser,3,11466,40
war_peace.txt,565647,sec,3,7612,27
war_peace.txt,565647,sh,2,74262,213
war_peace.txt,565647,she,3,7239,25
war_peace.txt,565647,sho,3,15340,59
war_peace.txt,565647,sha,3,15956,61
war_peace.txt,565647,si,2,59191,150
war_peace.txt,565647,sin,3,11686,32
war_peace.txt,565647,sit,3,2109,6
war_peace.txt,565647,so,2,69096,175
war_peace.txt,565647,som,3,6724,20
war_peace.txt,565647,sou,3,8626,30
war_peace.txt,565647,sp,2,56647,156
war_peace.txt,565647,spe,3,10844,38
war_peace.txt,565647,spi,3,6320,25
war_peace.txt,565647,st,2,136626,391
war_peace.txt,565647,sta,3,26372,101
war_peace.txt,565647,sto,3,12244,46
war_peace.txt,565647,str,3,30482,118
war_peace.txt,565647,su,2,90536,248
war_peace.txt,565647,sur,3,10598,38
war_peace.txt,565647,ta,2,33233,90
war_peace.txt,565647,tak,3,1340,4
war_peace.txt,565647,tal,3,5348,18
war_peace.txt,565647,taw,3,761,1
war_peace.txt,565647,te,2,36932,103
war_peace.txt,565647,tel,3,2315,6
war_peace.txt,565647,ten,3,6903,23
war_peace.txt,565647,ter,3,7662,23
war_peace.txt,565647,th,2,100294,255
war_peace.txt,565647,the,3,22219,80
war_peace.txt,565647,thi,3,15684,59
war_peace.txt,565647,tho,3,6744,21
war_peace.txt,565647,thu,3,4388,15
war_peace.txt,565647,to,2,76296,130
war_peace.txt,565647,tow,3,3311,12
war_peace.txt,565647,tom,3,3091,10
war_peace.txt,565647,tr,2,83718,237
war_peace.txt,565647,tre,3,10115,37
war_peace.txt,565647,tri,3,11144,42
war_peace.txt,565647,tu,2,16089,50
war_peace.txt,565647,tur,3,6041,19
war_peace.txt,565647,un,2,170845,379
war_peace.txt,565647,und,3,16061,53
war_peace.txt,565647,unt,3,6541,20
war_peace.txt,565647,up,2,11653,32
war_peace.txt,565647,upo,3,620,1
war_peace.txt,565647,ve,2,28227,77
war_peace.txt,565647,ver,3,6293,21
war_peace.txt,565647,wa,2,55509,153
war_peace.txt,565647,wan,3,4312,14
war_peace.txt,565647,was,3,4580,16
war_peace.txt,565647,wat,3,5851,21
war_peace.txt,565647,we,2,48687,126
war_peace.txt,565647,wel,3,13088,42
war_peace.txt,565647,wer,3,1165,3
war_peace.txt,565647,wh,2,34339,103
war_peace.txt,565647,whe,3,5977,22
war_peace.txt,565647,whi,3,12200,47
war_peace.txt,565647,who,3,6052,19
war_peace.txt,565647,why,3,1394,4
war_peace.txt,565647,wil,3,4386,14
war_peace.txt,565647,wo,2,42840,123
war_peace.txt,565647,won,3,3919,14
war_peace.txt,565647,wond,4,2410,8
war_peace.txt,565647,yo,2,12765,37
war_peace.txt,565647,you,3,9358,35
war_peace.txt,565647,your,4,1888,6
war_peace.txt,565647,ze,2,3326,9
war_peace.txt,565647,zy,2,214,0
miserables.txt,567307,al,2,64896,137
miserables.txt,567307,ali,3,3445,9
miserables.txt,567307,alic,4,2590,1
miserables.txt,567307,an,2,73536,167
miserables.txt,567307,and,3,3473,11
miserables.txt,567307,ans,3,2592,7
miserables.txt,567307,be,2,128776,301
miserables.txt,567307,beg,3,5458,17
miserables.txt,567307,bec,3,4090,11
miserables.txt,567307,bee,3,3887,14
miserables.txt,567307,bo,2,93492,247
miserables.txt,567307,boo,3,6261,20
miserables.txt,567307,bod,3,2273,8
miserables.txt,567307,ca,2,179835,456
miserables.txt,567307,cat,3,10894,35
miserables.txt,567307,car,3,33251,119
miserables.txt,567307,cal,3,13568,49
miserables.txt,567307,cha,3,68689,171
miserables.txt,567307,chap,4,6557,17
miserables.txt,567307,char,4,14807,48
miserables.txt,567307,che,3,23064,63
miserables.txt,567307,chi,3,23744,61
miserables.txt,567307,co,2,438116,1036
miserables.txt,567307,com,3,60101,206
miserables.txt,567307,cou,3,32966,112
miserables.txt,567307,con,3,121684,411
miserables.txt,567307,da,2,62885,164
miserables.txt,567307,dar,3,7640,27
miserables.txt,567307,day,3,3105,9
miserables.txt,567307,do,2,65724,176
miserables.txt,567307,don,3,5785,20
miserables.txt,567307,dou,3,5536,18
miserables.txt,567307,dr,2,52462,147
miserables.txt,567307,dre,3,7599,27
miserables.txt,567307,dra,3,13451,50
miserables.txt,567307,ea,2,15851,44
miserables.txt,567307,ear,3,6208,20
miserables.txt,567307,eat,3,2613,8
miserables.txt,567307,ev,2,22665,54
miserables.txt,567307,eve,3,7744,27
miserables.txt,567307,ever,4,4689,14
miserables.txt,567307,eve,3,7934,27
miserables.txt,567307,fa,2,86201,235
miserables.txt,567307,fal,3,5352,17
miserables.txt,567307,fam,3,4470,14
miserables.txt,567307,fi,2,79316,204
miserables.txt,567307,fin,3,10345,35
miserables.txt,567307,fir,3,11252,39
miserables.txt,567307,fo,2,90815,238
miserables.txt,567307,for,3,33470,114
miserables.txt,567307,forg,4,5329,17
miserables.txt,567307,fr,2,71831,177
miserables.txt,567307,fri,3,11306,36
miserables.txt,567307,fro,3,8509,32
miserables.txt,567307,ga,2,65338,150
miserables.txt,567307,gam,3,4174,15
miserables.txt,567307,gat,3,3307,11
miserables.txt,567307,go,2,47430,108
miserables.txt,567307,gon,3,1911,5
miserables.txt,567307,goo,3,8217,25
miserables.txt,567307,gr,2,106195,266
miserables.txt,567307,gro,3,13279,50
miserables.txt,567307,gre,3,13710,46
miserables.txt,567307,ha,2,111725,265
miserables.txt,567307,had,3,814,2
miserables.txt,567307,hap,3,4479,14
miserables.txt,567307,hat,3,2968,10
miserables.txt,567307,hea,3,25524,67
miserables.txt,567307,hea,3,18289,67
miserables.txt,567307,hel,3,6219,17
miserables.txt,567307,he,2,65071,190
miserables.txt,567307,her,3,13199,47
miserables.txt,567307,hes,3,2904,9
miserables.txt,567307,ho,2,74991,185
miserables.txt,567307,hou,3,8236,28
miserables.txt,567307,how,3,1998,6
miserables.txt,567307,hum,3,9015,24
miserables.txt,567307,ki,2,14088,37
miserables.txt,567307,kin,3,4573,16
miserables.txt,567307,la,2,104792,274
miserables.txt,567307,lad,3,3317,12
miserables.txt,567307,lar,3,5573,20
miserables.txt,567307,lat,3,5618,21
miserables.txt,567307,li,2,76576,215
miserables.txt,567307,lit,3,3592,11
miserables.txt,567307,lit,3,3542,11
miserables.txt,567307,lo,2,79164,196
miserables.txt,567307,lon,3,8433,24
miserables.txt,567307,loo,3,5547,17
miserables.txt,567307,ma,2,203359,482
miserables.txt,567307,man,3,25345,86
miserables.txt,567307,mat,3,12792,41
miserables.txt,567307,mad,3,6301,17
miserables.txt,567307,me,2,89210,219
miserables.txt,567307,men,3,8632,30
miserables.txt,567307,mem,3,3728,11
miserables.txt,567307,mi,2,76421,193
miserables.txt,567307,min,3,7870,28
miserables.txt,567307,mis,3,20715,64
miserables.txt,567307,mo,2,133922,295
miserables.txt,567307,mon,3,32372,96
miserables.txt,567307,mom,3,3693,10
miserables.txt,567307,ne,2,51383,125
miserables.txt,567307,nev,3,1927,5
miserables.txt,567307,new,3,4179,12
miserables.txt,567307,nic,3,5426,14
miserables.txt,567307,no,2,51063,122
miserables.txt,567307,not,3,12112,36
miserables.txt,567307,now,3,2030,6
miserables.txt,567307,of,2,10768,30
miserables.txt,567307,off,3,6595,24
miserables.txt,567307,oft,3,1482,4
miserables.txt,567307,on,2,12722,33
miserables.txt,567307,onc,3,1865,4
miserables.txt,567307,one,3,3775,12
miserables.txt,567307,ou,2,20124,53
miserables.txt,567307,our,3,2616,7
miserables.txt,567307,out,3,12138,40
miserables.txt,567307,ov,2,25623,56
miserables.txt,567307,ove,3,15509,54
miserables.txt,567307,over,4,15281,52
miserables.txt,567307,pa,2,161945,407
miserables.txt,567307,par,3,38261,123
miserables.txt,567307,parl,4,2397,6
miserables.txt,567307,pe,2,122137,305
miserables.txt,567307,per,3,56457,133
miserables.txt,567307,perh,4,1243,2
miserables.txt,567307,pla,3,29264,77
miserables.txt,567307,ple,3,11188,27
miserables.txt,567307,plu,3,10249,29
miserables.txt,567307,po,2,132821,301
miserables.txt,567307,pos,3,14953,52
miserables.txt,567307,pow,3,3635,12
miserables.txt,567307,pr,2,214254,541
miserables.txt,567307,pre,3,45376,155
miserables.txt,567307,pro,3,69696,253
miserables.txt,567307,pret,4,4371,14
miserables.txt,567307,pu,2,41288,115
miserables.txt,567307,pur,3,10664,38
miserables.txt,567307,qu,2,61246,141
miserables.txt,567307,que,3,6121,19
miserables.txt,567307,ques,4,2402,7
miserables.txt,567307,qui,3,12754,52
miserables.txt,567307,ra,2,59207,167
miserables.txt,567307,rab,3,2982,9
miserables.txt,567307,rat,3,4257,16
miserables.txt,567307,ran,3,4798,17
miserables.txt,567307,re,2,342817,786
miserables.txt,567307,rea,3,16545,57
miserables.txt,567307,rem,3,10515,38
miserables.txt,567307,rep,3,22553,83
miserables.txt,567307,res,3,29213,109
miserables.txt,567307,ret,3,12161,45
miserables.txt,567307,ro,2,75081,194
miserables.txt,567307,roo,3,3666,13
miserables.txt,567307,rou,3,10197,38
miserables.txt,567307,sa,2,136009,325
miserables.txt,567307,sat,3,7088,25
miserables.txt,567307,say,3,3447,9
miserables.txt,567307,sai,3,36725,110
miserables.txt,567307,se,2,109403,281
miserables.txt,567307,see,3,5418,19
miserables.txt,567307,ser,3,11578,44
miserables.txt,567307,sec,3,8060,28
miserables.txt,567307,sh,2,82803,220
miserables.txt,567307,she,3,8691,31
miserables.txt,567307,sho,3,19959,75
miserables.txt,567307,sha,3,14381,57
miserables.txt,567307,si,2,82820,199
miserables.txt,567307,sin,3,11014,38
miserables.txt,567307,sit,3,2369,8
miserables.txt,567307,so,2,74449,209
miserables.txt,567307,som,3,5585,17
miserables.txt,567307,sou,3,10644,40
miserables.txt,567307,sp,2,68450,190
miserables.txt,567307,spe,3,13219,49
miserables.txt,567307,spi,3,7926,31
miserables.txt,567307,st,2,150893,408
miserables.txt,567307,sta,3,33760,116
miserables.txt,567307,sto,3,15841,58
miserables.txt,567307,str,3,33271,119
miserables.txt,567307,su,2,128999,324
miserables.txt,567307,sur,3,14450,52
miserables.txt,567307,ta,2,50288,126
miserables.txt,567307,tak,3,1642,5
miserables.txt,567307,tal,3,6698,24
miserables.txt,567307,taw,3,315,0
miserables.txt,567307,te,2,52906,140
miserables.txt,567307,tel,3,2445,7
miserables.txt,567307,ten,3,9381,34
miserables.txt,567307,ter,3,11690,41
miserables.txt,567307,th,2,103831,261
miserables.txt,567307,the,3,20340,71
miserables.txt,567307,thi,3,18746,66
miserables.txt,567307,tho,3,9374,29
miserables.txt,567307,thu,3,6695,20
miserables.txt,567307,to,2,60175,150
miserables.txt,567307,tow,3,3578,13
miserables.txt,567307,tom,3,2282,7
miserables.txt,567307,tr,2,117865,307
miserables.txt,567307,tre,3,14164,55
miserables.txt,567307,tri,3,18425,65
miserables.txt,567307,tu,2,27373,75
miserables.txt,567307,tur,3,7717,28
miserables.txt,567307,un,2,135659,291
miserables.txt,567307,und,3,16122,58
miserables.txt,567307,unt,3,2220,7
miserables.txt,567307,up,2,13414,33
miserables.txt,567307,upo,3,699,1
miserables.txt,567307,ve,2,46468,127
miserables.txt,567307,ver,3,10783,38
miserables.txt,567307,wa,2,68275,201
miserables.txt,567307,wan,3,3740,14
miserables.txt,567307,was,3,6097,21
miserables.txt,567307,wat,3,10936,38
miserables.txt,567307,we,2,41822,108
miserables.txt,567307,wel,3,13292,38
miserables.txt,567307,wer,3,1704,5
miserables.txt,567307,wh,2,33583,97
miserables.txt,567307,whe,3,7170,26
miserables.txt,567307,whi,3,13030,47
miserables.txt,567307,who,3,3402,12
miserables.txt,567307,why,3,523,1
miserables.txt,567307,wil,3,6664,17
miserables.txt,567307,wo,2,35222,99
miserables.txt,567307,won,3,2508,8
miserables.txt,567307,wond,4,1984,6
miserables.txt,567307,yo,2,11149,33
miserables.txt,567307,you,3,6427,26
miserables.txt,567307,your,4,1851,6
miserables.txt,567307,ze,2,2220,5
miserables.txt,567307,zy,2,243,0
